configuration,window,split,type,size,defects
2,18,12,test,241,16
2,18,12,test,339,13
2,18,13,tr,6726,3084
2,18,13,test,247,144
2,18,13,test,442,281
2,18,13,test,32,2
2,18,13,test,10,5
2,18,13,test,340,203
2,18,13,test,229,78
2,18,13,test,965,188
2,18,13,test,385,248
2,18,13,test,256,86
2,18,13,test,157,16
2,18,13,test,214,142
2,18,13,test,608,216
2,18,13,test,314,37
2,18,13,test,222,60
2,18,13,test,352,40
2,18,13,test,51,10
2,18,13,test,872,145
2,18,13,test,237,141
2,18,13,test,339,13
2,18,14,tr,8766,3490
2,18,14,test,608,216
2,18,14,test,10,5
2,18,14,test,340,203
2,18,14,test,229,78
2,18,14,test,965,188
2,18,14,test,222,60
2,18,14,test,352,40
2,18,14,test,872,145
2,18,14,test,256,86
2,18,14,test,339,13
2,18,15,tr,10845,4511
2,18,15,test,608,216
2,18,15,test,10,5
2,18,15,test,340,203
2,18,15,test,229,78
2,18,15,test,965,188
2,18,15,test,352,40
2,18,15,test,872,145
2,18,15,test,256,86
2,18,15,test,339,13
2,18,16,tr,11067,4571
2,18,16,test,608,216
2,18,16,test,340,203
2,18,16,test,229,78
2,18,16,test,965,188
2,18,16,test,352,40
2,18,16,test,872,145
2,18,16,test,339,13
2,18,17,tr,11333,4662
2,18,17,test,608,216
2,18,17,test,965,188
2,18,17,test,352,40
2,18,17,test,872,145
2,18,17,test,339,13
3,1,1,tr,162,77
3,1,1,test,247,144
3,1,1,test,723,110
3,1,1,test,442,281
3,1,1,test,10,5
3,1,1,test,229,78
3,1,1,test,135,34
3,1,1,test,858,77
3,1,1,test,6,1
3,1,1,test,256,86
3,1,1,test,178,40
3,1,1,test,214,142
3,1,1,test,803,387
3,1,1,test,111,63
3,1,1,test,608,216
3,1,1,test,314,37
3,1,1,test,453,69
3,1,1,test,293,32
3,1,1,test,885,411
3,1,1,test,339,13
3,1,1,test,205,189
3,1,1,test,32,2
3,1,1,test,26,20
3,1,1,test,340,203
3,1,1,test,965,188
3,1,1,test,196,147
3,1,1,test,385,248
3,1,1,test,588,437
3,1,1,test,351,92
3,1,1,test,909,898
3,1,1,test,157,16
3,1,1,test,109,37
3,1,1,test,222,60
3,1,1,test,352,40
3,1,1,test,745,166
3,1,1,test,195,91
3,1,1,test,51,10
3,1,1,test,872,145
3,1,1,test,29,5
3,1,1,test,237,141
3,1,1,test,125,20
3,1,1,test,241,16
3,1,2,tr,440,71
3,1,2,test,247,144
3,1,2,test,723,110
3,1,2,test,442,281
3,1,2,test,10,5
3,1,2,test,229,78
3,1,2,test,135,34
3,1,2,test,858,77
3,1,2,test,6,1
3,1,2,test,256,86
3,1,2,test,178,40
3,1,2,test,214,142
3,1,2,test,803,387
3,1,2,test,111,63
3,1,2,test,608,216
3,1,2,test,314,37
3,1,2,test,293,32
3,1,2,test,885,411
3,1,2,test,339,13
3,1,2,test,205,189
3,1,2,test,32,2
3,1,2,test,26,20
3,1,2,test,340,203
3,1,2,test,965,188
3,1,2,test,196,147
3,1,2,test,385,248
3,1,2,test,588,437
3,1,2,test,351,92
3,1,2,test,909,898
3,1,2,test,157,16
3,1,2,test,109,37
3,1,2,test,222,60
3,1,2,test,352,40
3,1,2,test,745,166
3,1,2,test,195,91
3,1,2,test,51,10
3,1,2,test,872,145
3,1,2,test,29,5
3,1,2,test,237,141
3,1,2,test,125,20
3,1,2,test,241,16
3,1,3,tr,453,69
3,1,3,test,247,144
3,1,3,test,723,110
3,1,3,test,442,281
3,1,3,test,10,5
3,1,3,test,229,78
3,1,3,test,858,77
3,1,3,test,6,1
3,1,3,test,256,86
3,1,3,test,178,40
3,1,3,test,214,142
3,1,3,test,803,387
3,1,3,test,111,63
3,1,3,test,608,216
3,1,3,test,314,37
3,1,3,test,293,32
3,1,3,test,885,411
3,1,3,test,339,13
3,1,3,test,205,189
3,1,3,test,32,2
3,1,3,test,26,20
3,1,3,test,340,203
3,1,3,test,965,188
3,1,3,test,196,147
3,1,3,test,385,248
3,1,3,test,351,92
3,1,3,test,909,898
3,1,3,test,157,16
3,1,3,test,222,60
3,1,3,test,352,40
3,1,3,test,745,166
3,1,3,test,195,91
3,1,3,test,51,10
3,1,3,test,872,145
3,1,3,test,29,5
3,1,3,test,237,141
3,1,3,test,125,20
3,1,3,test,241,16
3,1,4,tr,832,508
3,1,4,test,247,144
3,1,4,test,723,110
3,1,4,test,442,281
3,1,4,test,10,5
3,1,4,test,229,78
3,1,4,test,858,77
3,1,4,test,6,1
3,1,4,test,256,86
3,1,4,test,178,40
3,1,4,test,214,142
3,1,4,test,803,387
3,1,4,test,111,63
3,1,4,test,608,216
3,1,4,test,314,37
3,1,4,test,293,32
3,1,4,test,885,411
3,1,4,test,339,13
3,1,4,test,32,2
3,1,4,test,26,20
3,1,4,test,340,203
3,1,4,test,965,188
3,1,4,test,196,147
3,1,4,test,385,248
3,1,4,test,351,92
3,1,4,test,909,898
3,1,4,test,157,16
3,1,4,test,222,60
3,1,4,test,352,40
3,1,4,test,745,166
3,1,4,test,195,91
3,1,4,test,51,10
3,1,4,test,872,145
3,1,4,test,29,5
3,1,4,test,237,141
3,1,4,test,125,20
3,1,4,test,241,16
3,1,5,tr,205,189
3,1,5,test,247,144
3,1,5,test,442,281
3,1,5,test,10,5
3,1,5,test,229,78
3,1,5,test,858,77
3,1,5,test,6,1
3,1,5,test,256,86
3,1,5,test,178,40
3,1,5,test,214,142
3,1,5,test,803,387
3,1,5,test,111,63
3,1,5,test,608,216
3,1,5,test,314,37
3,1,5,test,293,32
3,1,5,test,885,411
3,1,5,test,339,13
3,1,5,test,32,2
3,1,5,test,26,20
3,1,5,test,340,203
3,1,5,test,965,188
3,1,5,test,196,147
3,1,5,test,385,248
3,1,5,test,351,92
3,1,5,test,909,898
3,1,5,test,157,16
3,1,5,test,222,60
3,1,5,test,352,40
3,1,5,test,745,166
3,1,5,test,195,91
3,1,5,test,51,10
3,1,5,test,872,145
3,1,5,test,29,5
3,1,5,test,237,141
3,1,5,test,125,20
3,1,5,test,241,16
3,1,6,tr,723,110
3,1,6,test,247,144
3,1,6,test,442,281
3,1,6,test,10,5
3,1,6,test,229,78
3,1,6,test,858,77
3,1,6,test,6,1
3,1,6,test,256,86
3,1,6,test,178,40
3,1,6,test,214,142
3,1,6,test,111,63
3,1,6,test,608,216
3,1,6,test,314,37
3,1,6,test,293,32
3,1,6,test,885,411
3,1,6,test,339,13
3,1,6,test,32,2
3,1,6,test,26,20
3,1,6,test,340,203
3,1,6,test,965,188
3,1,6,test,196,147
3,1,6,test,385,248
3,1,6,test,351,92
3,1,6,test,909,898
3,1,6,test,157,16
3,1,6,test,222,60
3,1,6,test,352,40
3,1,6,test,745,166
3,1,6,test,195,91
3,1,6,test,51,10
3,1,6,test,872,145
3,1,6,test,29,5
3,1,6,test,237,141
3,1,6,test,125,20
3,1,6,test,241,16
3,1,7,tr,803,387
3,1,7,test,247,144
3,1,7,test,442,281
3,1,7,test,10,5
3,1,7,test,229,78
3,1,7,test,858,77
3,1,7,test,6,1
3,1,7,test,256,86
3,1,7,test,214,142
3,1,7,test,111,63
3,1,7,test,608,216
3,1,7,test,314,37
3,1,7,test,885,411
3,1,7,test,339,13
3,1,7,test,32,2
3,1,7,test,26,20
3,1,7,test,340,203
3,1,7,test,965,188
3,1,7,test,196,147
3,1,7,test,385,248
3,1,7,test,909,898
3,1,7,test,157,16
3,1,7,test,222,60
3,1,7,test,352,40
3,1,7,test,745,166
3,1,7,test,195,91
3,1,7,test,51,10
3,1,7,test,872,145
3,1,7,test,29,5
3,1,7,test,237,141
3,1,7,test,241,16
3,1,8,tr,947,184
3,1,8,test,247,144
3,1,8,test,442,281
3,1,8,test,10,5
3,1,8,test,229,78
3,1,8,test,858,77
3,1,8,test,6,1
3,1,8,test,256,86
3,1,8,test,214,142
3,1,8,test,111,63
3,1,8,test,608,216
3,1,8,test,314,37
3,1,8,test,339,13
3,1,8,test,32,2
3,1,8,test,340,203
3,1,8,test,965,188
3,1,8,test,196,147
3,1,8,test,385,248
3,1,8,test,909,898
3,1,8,test,157,16
3,1,8,test,222,60
3,1,8,test,352,40
3,1,8,test,745,166
3,1,8,test,195,91
3,1,8,test,51,10
3,1,8,test,872,145
3,1,8,test,29,5
3,1,8,test,237,141
3,1,8,test,241,16
3,1,9,tr,911,431
3,1,9,test,247,144
3,1,9,test,442,281
3,1,9,test,10,5
3,1,9,test,229,78
3,1,9,test,858,77
3,1,9,test,256,86
3,1,9,test,214,142
3,1,9,test,111,63
3,1,9,test,608,216
3,1,9,test,314,37
3,1,9,test,339,13
3,1,9,test,32,2
3,1,9,test,340,203
3,1,9,test,965,188
3,1,9,test,196,147
3,1,9,test,385,248
3,1,9,test,909,898
3,1,9,test,157,16
3,1,9,test,222,60
3,1,9,test,352,40
3,1,9,test,745,166
3,1,9,test,195,91
3,1,9,test,51,10
3,1,9,test,872,145
3,1,9,test,29,5
3,1,9,test,237,141
3,1,9,test,241,16
3,1,10,tr,6,1
3,1,10,test,247,144
3,1,10,test,442,281
3,1,10,test,10,5
3,1,10,test,229,78
3,1,10,test,858,77
3,1,10,test,256,86
3,1,10,test,214,142
3,1,10,test,608,216
3,1,10,test,314,37
3,1,10,test,339,13
3,1,10,test,32,2
3,1,10,test,340,203
3,1,10,test,965,188
3,1,10,test,196,147
3,1,10,test,385,248
3,1,10,test,909,898
3,1,10,test,157,16
3,1,10,test,222,60
3,1,10,test,352,40
3,1,10,test,745,166
3,1,10,test,195,91
3,1,10,test,51,10
3,1,10,test,872,145
3,1,10,test,237,141
3,1,10,test,241,16
3,1,11,tr,140,68
3,1,11,test,247,144
3,1,11,test,442,281
3,1,11,test,32,2
3,1,11,test,10,5
3,1,11,test,340,203
3,1,11,test,229,78
3,1,11,test,965,188
3,1,11,test,858,77
3,1,11,test,196,147
3,1,11,test,385,248
3,1,11,test,256,86
3,1,11,test,157,16
3,1,11,test,214,142
3,1,11,test,608,216
3,1,11,test,314,37
3,1,11,test,222,60
3,1,11,test,352,40
3,1,11,test,745,166
3,1,11,test,195,91
3,1,11,test,51,10
3,1,11,test,872,145
3,1,11,test,237,141
3,1,11,test,241,16
3,1,11,test,339,13
3,1,12,tr,909,898
3,1,12,test,247,144
3,1,12,test,442,281
3,1,12,test,32,2
3,1,12,test,10,5
3,1,12,test,340,203
3,1,12,test,229,78
3,1,12,test,965,188
3,1,12,test,858,77
3,1,12,test,196,147
3,1,12,test,385,248
3,1,12,test,256,86
3,1,12,test,157,16
3,1,12,test,214,142
3,1,12,test,608,216
3,1,12,test,314,37
3,1,12,test,222,60
3,1,12,test,352,40
3,1,12,test,745,166
3,1,12,test,51,10
3,1,12,test,872,145
3,1,12,test,237,141
3,1,12,test,241,16
3,1,12,test,339,13
3,1,13,tr,195,91
3,1,13,test,247,144
3,1,13,test,442,281
3,1,13,test,32,2
3,1,13,test,10,5
3,1,13,test,340,203
3,1,13,test,229,78
3,1,13,test,965,188
3,1,13,test,385,248
3,1,13,test,256,86
3,1,13,test,157,16
3,1,13,test,214,142
3,1,13,test,608,216
3,1,13,test,314,37
3,1,13,test,222,60
3,1,13,test,352,40
3,1,13,test,51,10
3,1,13,test,872,145
3,1,13,test,237,141
3,1,13,test,339,13
3,1,14,tr,2040,406
3,1,14,test,608,216
3,1,14,test,10,5
3,1,14,test,340,203
3,1,14,test,229,78
3,1,14,test,965,188
3,1,14,test,222,60
3,1,14,test,352,40
3,1,14,test,872,145
3,1,14,test,256,86
3,1,14,test,339,13
3,1,15,tr,2079,1021
3,1,15,test,608,216
3,1,15,test,10,5
3,1,15,test,340,203
3,1,15,test,229,78
3,1,15,test,965,188
3,1,15,test,352,40
3,1,15,test,872,145
3,1,15,test,256,86
3,1,15,test,339,13
3,1,16,tr,222,60
3,1,16,test,608,216
3,1,16,test,340,203
3,1,16,test,229,78
3,1,16,test,965,188
3,1,16,test,352,40
3,1,16,test,872,145
3,1,16,test,339,13
3,1,17,tr,266,91
3,1,17,test,608,216
3,1,17,test,965,188
3,1,17,test,352,40
3,1,17,test,872,145
3,1,17,test,339,13
3,2,1,tr,162,77
3,2,1,test,247,144
3,2,1,test,723,110
3,2,1,test,442,281
3,2,1,test,10,5
3,2,1,test,229,78
3,2,1,test,135,34
3,2,1,test,858,77
3,2,1,test,6,1
3,2,1,test,256,86
3,2,1,test,178,40
3,2,1,test,214,142
3,2,1,test,803,387
3,2,1,test,111,63
3,2,1,test,608,216
3,2,1,test,314,37
3,2,1,test,453,69
3,2,1,test,293,32
3,2,1,test,885,411
3,2,1,test,339,13
3,2,1,test,205,189
3,2,1,test,32,2
3,2,1,test,26,20
3,2,1,test,340,203
3,2,1,test,965,188
3,2,1,test,196,147
3,2,1,test,385,248
3,2,1,test,588,437
3,2,1,test,351,92
3,2,1,test,909,898
3,2,1,test,157,16
3,2,1,test,109,37
3,2,1,test,222,60
3,2,1,test,352,40
3,2,1,test,745,166
3,2,1,test,195,91
3,2,1,test,51,10
3,2,1,test,872,145
3,2,1,test,29,5
3,2,1,test,237,141
3,2,1,test,125,20
3,2,1,test,241,16
3,2,2,tr,602,148
3,2,2,test,247,144
3,2,2,test,723,110
3,2,2,test,442,281
3,2,2,test,10,5
3,2,2,test,229,78
3,2,2,test,135,34
3,2,2,test,858,77
3,2,2,test,6,1
3,2,2,test,256,86
3,2,2,test,178,40
3,2,2,test,214,142
3,2,2,test,803,387
3,2,2,test,111,63
3,2,2,test,608,216
3,2,2,test,314,37
3,2,2,test,293,32
3,2,2,test,885,411
3,2,2,test,339,13
3,2,2,test,205,189
3,2,2,test,32,2
3,2,2,test,26,20
3,2,2,test,340,203
3,2,2,test,965,188
3,2,2,test,196,147
3,2,2,test,385,248
3,2,2,test,588,437
3,2,2,test,351,92
3,2,2,test,909,898
3,2,2,test,157,16
3,2,2,test,109,37
3,2,2,test,222,60
3,2,2,test,352,40
3,2,2,test,745,166
3,2,2,test,195,91
3,2,2,test,51,10
3,2,2,test,872,145
3,2,2,test,29,5
3,2,2,test,237,141
3,2,2,test,125,20
3,2,2,test,241,16
3,2,3,tr,893,140
3,2,3,test,247,144
3,2,3,test,723,110
3,2,3,test,442,281
3,2,3,test,10,5
3,2,3,test,229,78
3,2,3,test,858,77
3,2,3,test,6,1
3,2,3,test,256,86
3,2,3,test,178,40
3,2,3,test,214,142
3,2,3,test,803,387
3,2,3,test,111,63
3,2,3,test,608,216
3,2,3,test,314,37
3,2,3,test,293,32
3,2,3,test,885,411
3,2,3,test,339,13
3,2,3,test,205,189
3,2,3,test,32,2
3,2,3,test,26,20
3,2,3,test,340,203
3,2,3,test,965,188
3,2,3,test,196,147
3,2,3,test,385,248
3,2,3,test,351,92
3,2,3,test,909,898
3,2,3,test,157,16
3,2,3,test,222,60
3,2,3,test,352,40
3,2,3,test,745,166
3,2,3,test,195,91
3,2,3,test,51,10
3,2,3,test,872,145
3,2,3,test,29,5
3,2,3,test,237,141
3,2,3,test,125,20
3,2,3,test,241,16
3,2,4,tr,1285,577
3,2,4,test,247,144
3,2,4,test,723,110
3,2,4,test,442,281
3,2,4,test,10,5
3,2,4,test,229,78
3,2,4,test,858,77
3,2,4,test,6,1
3,2,4,test,256,86
3,2,4,test,178,40
3,2,4,test,214,142
3,2,4,test,803,387
3,2,4,test,111,63
3,2,4,test,608,216
3,2,4,test,314,37
3,2,4,test,293,32
3,2,4,test,885,411
3,2,4,test,339,13
3,2,4,test,32,2
3,2,4,test,26,20
3,2,4,test,340,203
3,2,4,test,965,188
3,2,4,test,196,147
3,2,4,test,385,248
3,2,4,test,351,92
3,2,4,test,909,898
3,2,4,test,157,16
3,2,4,test,222,60
3,2,4,test,352,40
3,2,4,test,745,166
3,2,4,test,195,91
3,2,4,test,51,10
3,2,4,test,872,145
3,2,4,test,29,5
3,2,4,test,237,141
3,2,4,test,125,20
3,2,4,test,241,16
3,2,5,tr,1037,697
3,2,5,test,247,144
3,2,5,test,442,281
3,2,5,test,10,5
3,2,5,test,229,78
3,2,5,test,858,77
3,2,5,test,6,1
3,2,5,test,256,86
3,2,5,test,178,40
3,2,5,test,214,142
3,2,5,test,803,387
3,2,5,test,111,63
3,2,5,test,608,216
3,2,5,test,314,37
3,2,5,test,293,32
3,2,5,test,885,411
3,2,5,test,339,13
3,2,5,test,32,2
3,2,5,test,26,20
3,2,5,test,340,203
3,2,5,test,965,188
3,2,5,test,196,147
3,2,5,test,385,248
3,2,5,test,351,92
3,2,5,test,909,898
3,2,5,test,157,16
3,2,5,test,222,60
3,2,5,test,352,40
3,2,5,test,745,166
3,2,5,test,195,91
3,2,5,test,51,10
3,2,5,test,872,145
3,2,5,test,29,5
3,2,5,test,237,141
3,2,5,test,125,20
3,2,5,test,241,16
3,2,6,tr,928,299
3,2,6,test,247,144
3,2,6,test,442,281
3,2,6,test,10,5
3,2,6,test,229,78
3,2,6,test,858,77
3,2,6,test,6,1
3,2,6,test,256,86
3,2,6,test,178,40
3,2,6,test,214,142
3,2,6,test,111,63
3,2,6,test,608,216
3,2,6,test,314,37
3,2,6,test,293,32
3,2,6,test,885,411
3,2,6,test,339,13
3,2,6,test,32,2
3,2,6,test,26,20
3,2,6,test,340,203
3,2,6,test,965,188
3,2,6,test,196,147
3,2,6,test,385,248
3,2,6,test,351,92
3,2,6,test,909,898
3,2,6,test,157,16
3,2,6,test,222,60
3,2,6,test,352,40
3,2,6,test,745,166
3,2,6,test,195,91
3,2,6,test,51,10
3,2,6,test,872,145
3,2,6,test,29,5
3,2,6,test,237,141
3,2,6,test,125,20
3,2,6,test,241,16
3,2,7,tr,1526,497
3,2,7,test,247,144
3,2,7,test,442,281
3,2,7,test,10,5
3,2,7,test,229,78
3,2,7,test,858,77
3,2,7,test,6,1
3,2,7,test,256,86
3,2,7,test,214,142
3,2,7,test,111,63
3,2,7,test,608,216
3,2,7,test,314,37
3,2,7,test,885,411
3,2,7,test,339,13
3,2,7,test,32,2
3,2,7,test,26,20
3,2,7,test,340,203
3,2,7,test,965,188
3,2,7,test,196,147
3,2,7,test,385,248
3,2,7,test,909,898
3,2,7,test,157,16
3,2,7,test,222,60
3,2,7,test,352,40
3,2,7,test,745,166
3,2,7,test,195,91
3,2,7,test,51,10
3,2,7,test,872,145
3,2,7,test,29,5
3,2,7,test,237,141
3,2,7,test,241,16
3,2,8,tr,1750,571
3,2,8,test,247,144
3,2,8,test,442,281
3,2,8,test,10,5
3,2,8,test,229,78
3,2,8,test,858,77
3,2,8,test,6,1
3,2,8,test,256,86
3,2,8,test,214,142
3,2,8,test,111,63
3,2,8,test,608,216
3,2,8,test,314,37
3,2,8,test,339,13
3,2,8,test,32,2
3,2,8,test,340,203
3,2,8,test,965,188
3,2,8,test,196,147
3,2,8,test,385,248
3,2,8,test,909,898
3,2,8,test,157,16
3,2,8,test,222,60
3,2,8,test,352,40
3,2,8,test,745,166
3,2,8,test,195,91
3,2,8,test,51,10
3,2,8,test,872,145
3,2,8,test,29,5
3,2,8,test,237,141
3,2,8,test,241,16
3,2,9,tr,1858,615
3,2,9,test,247,144
3,2,9,test,442,281
3,2,9,test,10,5
3,2,9,test,229,78
3,2,9,test,858,77
3,2,9,test,256,86
3,2,9,test,214,142
3,2,9,test,111,63
3,2,9,test,608,216
3,2,9,test,314,37
3,2,9,test,339,13
3,2,9,test,32,2
3,2,9,test,340,203
3,2,9,test,965,188
3,2,9,test,196,147
3,2,9,test,385,248
3,2,9,test,909,898
3,2,9,test,157,16
3,2,9,test,222,60
3,2,9,test,352,40
3,2,9,test,745,166
3,2,9,test,195,91
3,2,9,test,51,10
3,2,9,test,872,145
3,2,9,test,29,5
3,2,9,test,237,141
3,2,9,test,241,16
3,2,10,tr,917,432
3,2,10,test,247,144
3,2,10,test,442,281
3,2,10,test,10,5
3,2,10,test,229,78
3,2,10,test,858,77
3,2,10,test,256,86
3,2,10,test,214,142
3,2,10,test,608,216
3,2,10,test,314,37
3,2,10,test,339,13
3,2,10,test,32,2
3,2,10,test,340,203
3,2,10,test,965,188
3,2,10,test,196,147
3,2,10,test,385,248
3,2,10,test,909,898
3,2,10,test,157,16
3,2,10,test,222,60
3,2,10,test,352,40
3,2,10,test,745,166
3,2,10,test,195,91
3,2,10,test,51,10
3,2,10,test,872,145
3,2,10,test,237,141
3,2,10,test,241,16
3,2,11,tr,146,69
3,2,11,test,247,144
3,2,11,test,442,281
3,2,11,test,32,2
3,2,11,test,10,5
3,2,11,test,340,203
3,2,11,test,229,78
3,2,11,test,965,188
3,2,11,test,858,77
3,2,11,test,196,147
3,2,11,test,385,248
3,2,11,test,256,86
3,2,11,test,157,16
3,2,11,test,214,142
3,2,11,test,608,216
3,2,11,test,314,37
3,2,11,test,222,60
3,2,11,test,352,40
3,2,11,test,745,166
3,2,11,test,195,91
3,2,11,test,51,10
3,2,11,test,872,145
3,2,11,test,237,141
3,2,11,test,241,16
3,2,11,test,339,13
3,2,12,tr,1049,966
3,2,12,test,247,144
3,2,12,test,442,281
3,2,12,test,32,2
3,2,12,test,10,5
3,2,12,test,340,203
3,2,12,test,229,78
3,2,12,test,965,188
3,2,12,test,858,77
3,2,12,test,196,147
3,2,12,test,385,248
3,2,12,test,256,86
3,2,12,test,157,16
3,2,12,test,214,142
3,2,12,test,608,216
3,2,12,test,314,37
3,2,12,test,222,60
3,2,12,test,352,40
3,2,12,test,745,166
3,2,12,test,51,10
3,2,12,test,872,145
3,2,12,test,237,141
3,2,12,test,241,16
3,2,12,test,339,13
3,2,13,tr,1104,989
3,2,13,test,247,144
3,2,13,test,442,281
3,2,13,test,32,2
3,2,13,test,10,5
3,2,13,test,340,203
3,2,13,test,229,78
3,2,13,test,965,188
3,2,13,test,385,248
3,2,13,test,256,86
3,2,13,test,157,16
3,2,13,test,214,142
3,2,13,test,608,216
3,2,13,test,314,37
3,2,13,test,222,60
3,2,13,test,352,40
3,2,13,test,51,10
3,2,13,test,872,145
3,2,13,test,237,141
3,2,13,test,339,13
3,2,14,tr,2235,497
3,2,14,test,608,216
3,2,14,test,10,5
3,2,14,test,340,203
3,2,14,test,229,78
3,2,14,test,965,188
3,2,14,test,222,60
3,2,14,test,352,40
3,2,14,test,872,145
3,2,14,test,256,86
3,2,14,test,339,13
3,2,15,tr,4119,1427
3,2,15,test,608,216
3,2,15,test,10,5
3,2,15,test,340,203
3,2,15,test,229,78
3,2,15,test,965,188
3,2,15,test,352,40
3,2,15,test,872,145
3,2,15,test,256,86
3,2,15,test,339,13
3,2,16,tr,2301,1081
3,2,16,test,608,216
3,2,16,test,340,203
3,2,16,test,229,78
3,2,16,test,965,188
3,2,16,test,352,40
3,2,16,test,872,145
3,2,16,test,339,13
3,2,17,tr,488,151
3,2,17,test,608,216
3,2,17,test,965,188
3,2,17,test,352,40
3,2,17,test,872,145
3,2,17,test,339,13
3,3,1,tr,162,77
3,3,1,test,247,144
3,3,1,test,723,110
3,3,1,test,442,281
3,3,1,test,10,5
3,3,1,test,229,78
3,3,1,test,135,34
3,3,1,test,858,77
3,3,1,test,6,1
3,3,1,test,256,86
3,3,1,test,178,40
3,3,1,test,214,142
3,3,1,test,803,387
3,3,1,test,111,63
3,3,1,test,608,216
3,3,1,test,314,37
3,3,1,test,453,69
3,3,1,test,293,32
3,3,1,test,885,411
3,3,1,test,339,13
3,3,1,test,205,189
3,3,1,test,32,2
3,3,1,test,26,20
3,3,1,test,340,203
3,3,1,test,965,188
3,3,1,test,196,147
3,3,1,test,385,248
3,3,1,test,588,437
3,3,1,test,351,92
3,3,1,test,909,898
3,3,1,test,157,16
3,3,1,test,109,37
3,3,1,test,222,60
3,3,1,test,352,40
3,3,1,test,745,166
3,3,1,test,195,91
3,3,1,test,51,10
3,3,1,test,872,145
3,3,1,test,29,5
3,3,1,test,237,141
3,3,1,test,125,20
3,3,1,test,241,16
3,3,2,tr,602,148
3,3,2,test,247,144
3,3,2,test,723,110
3,3,2,test,442,281
3,3,2,test,10,5
3,3,2,test,229,78
3,3,2,test,135,34
3,3,2,test,858,77
3,3,2,test,6,1
3,3,2,test,256,86
3,3,2,test,178,40
3,3,2,test,214,142
3,3,2,test,803,387
3,3,2,test,111,63
3,3,2,test,608,216
3,3,2,test,314,37
3,3,2,test,293,32
3,3,2,test,885,411
3,3,2,test,339,13
3,3,2,test,205,189
3,3,2,test,32,2
3,3,2,test,26,20
3,3,2,test,340,203
3,3,2,test,965,188
3,3,2,test,196,147
3,3,2,test,385,248
3,3,2,test,588,437
3,3,2,test,351,92
3,3,2,test,909,898
3,3,2,test,157,16
3,3,2,test,109,37
3,3,2,test,222,60
3,3,2,test,352,40
3,3,2,test,745,166
3,3,2,test,195,91
3,3,2,test,51,10
3,3,2,test,872,145
3,3,2,test,29,5
3,3,2,test,237,141
3,3,2,test,125,20
3,3,2,test,241,16
3,3,3,tr,1055,217
3,3,3,test,247,144
3,3,3,test,723,110
3,3,3,test,442,281
3,3,3,test,10,5
3,3,3,test,229,78
3,3,3,test,858,77
3,3,3,test,6,1
3,3,3,test,256,86
3,3,3,test,178,40
3,3,3,test,214,142
3,3,3,test,803,387
3,3,3,test,111,63
3,3,3,test,608,216
3,3,3,test,314,37
3,3,3,test,293,32
3,3,3,test,885,411
3,3,3,test,339,13
3,3,3,test,205,189
3,3,3,test,32,2
3,3,3,test,26,20
3,3,3,test,340,203
3,3,3,test,965,188
3,3,3,test,196,147
3,3,3,test,385,248
3,3,3,test,351,92
3,3,3,test,909,898
3,3,3,test,157,16
3,3,3,test,222,60
3,3,3,test,352,40
3,3,3,test,745,166
3,3,3,test,195,91
3,3,3,test,51,10
3,3,3,test,872,145
3,3,3,test,29,5
3,3,3,test,237,141
3,3,3,test,125,20
3,3,3,test,241,16
3,3,4,tr,1725,648
3,3,4,test,247,144
3,3,4,test,723,110
3,3,4,test,442,281
3,3,4,test,10,5
3,3,4,test,229,78
3,3,4,test,858,77
3,3,4,test,6,1
3,3,4,test,256,86
3,3,4,test,178,40
3,3,4,test,214,142
3,3,4,test,803,387
3,3,4,test,111,63
3,3,4,test,608,216
3,3,4,test,314,37
3,3,4,test,293,32
3,3,4,test,885,411
3,3,4,test,339,13
3,3,4,test,32,2
3,3,4,test,26,20
3,3,4,test,340,203
3,3,4,test,965,188
3,3,4,test,196,147
3,3,4,test,385,248
3,3,4,test,351,92
3,3,4,test,909,898
3,3,4,test,157,16
3,3,4,test,222,60
3,3,4,test,352,40
3,3,4,test,745,166
3,3,4,test,195,91
3,3,4,test,51,10
3,3,4,test,872,145
3,3,4,test,29,5
3,3,4,test,237,141
3,3,4,test,125,20
3,3,4,test,241,16
3,3,5,tr,1490,766
3,3,5,test,247,144
3,3,5,test,442,281
3,3,5,test,10,5
3,3,5,test,229,78
3,3,5,test,858,77
3,3,5,test,6,1
3,3,5,test,256,86
3,3,5,test,178,40
3,3,5,test,214,142
3,3,5,test,803,387
3,3,5,test,111,63
3,3,5,test,608,216
3,3,5,test,314,37
3,3,5,test,293,32
3,3,5,test,885,411
3,3,5,test,339,13
3,3,5,test,32,2
3,3,5,test,26,20
3,3,5,test,340,203
3,3,5,test,965,188
3,3,5,test,196,147
3,3,5,test,385,248
3,3,5,test,351,92
3,3,5,test,909,898
3,3,5,test,157,16
3,3,5,test,222,60
3,3,5,test,352,40
3,3,5,test,745,166
3,3,5,test,195,91
3,3,5,test,51,10
3,3,5,test,872,145
3,3,5,test,29,5
3,3,5,test,237,141
3,3,5,test,125,20
3,3,5,test,241,16
3,3,6,tr,1760,807
3,3,6,test,247,144
3,3,6,test,442,281
3,3,6,test,10,5
3,3,6,test,229,78
3,3,6,test,858,77
3,3,6,test,6,1
3,3,6,test,256,86
3,3,6,test,178,40
3,3,6,test,214,142
3,3,6,test,111,63
3,3,6,test,608,216
3,3,6,test,314,37
3,3,6,test,293,32
